0,2
1,10
2,1
3,6
4,8
5,4
6,15
7,15
8,18
9,19
10,13
11,16
12,17
13,14
14,12
15,0
16,7
17,11
18,3
19,9
Creating benchmark configurations...
Found 432 benchmark configurations.
1,10,10,10,4,DefaultMultiplierIJK,4,1008.250000,1741.721436
2,10,10,10,4,DefaultMultiplierIJKCached,4,1.500000,0.500000
3,10,10,10,4,DefaultMultiplierJIK,4,2.000000,0.000000
4,10,10,10,4,DefaultMultiplierIKJ,4,2.000000,0.000000
5,10,10,10,4,Collapse2Multiplier,4,1.250000,0.433013
6,10,10,10,4,Collapse3Multiplier,4,1.750000,0.829156
7,10,10,10,4,DefaultMultiplierIJKTranspose,4,1.500000,0.500000
8,10,10,10,4,DefaultMultiplierIJKTransposeCached,4,1.250000,0.433013
9,10,10,10,16,DefaultMultiplierIJK,4,46.000000,76.210236
10,10,10,10,16,DefaultMultiplierIJKCached,4,2.000000,0.000000
11,10,10,10,16,DefaultMultiplierJIK,4,3.000000,0.000000
12,10,10,10,16,DefaultMultiplierIKJ,4,4.500000,0.500000
13,10,10,10,16,Collapse2Multiplier,4,2.000000,0.000000
14,10,10,10,16,Collapse3Multiplier,4,2.250000,0.433013
15,10,10,10,16,DefaultMultiplierIJKTranspose,4,3.000000,0.000000
16,10,10,10,16,DefaultMultiplierIJKTransposeCached,4,2.000000,0.000000
17,10,10,100,4,DefaultMultiplierIJK,4,10.750000,3.699662
18,10,10,100,4,DefaultMultiplierIJKCached,4,6.750000,0.433013
19,10,10,100,4,DefaultMultiplierJIK,4,12.750000,0.433013
20,10,10,100,4,DefaultMultiplierIKJ,4,11.250000,0.829156
21,10,10,100,4,Collapse2Multiplier,4,5.750000,0.433013
22,10,10,100,4,Collapse3Multiplier,4,7.000000,0.000000
23,10,10,100,4,DefaultMultiplierIJKTranspose,4,11.000000,1.224745
24,10,10,100,4,DefaultMultiplierIJKTransposeCached,4,8.500000,0.500000
25,10,10,100,16,DefaultMultiplierIJK,4,58.500000,85.736511
26,10,10,100,16,DefaultMultiplierIJKCached,4,6.000000,0.000000
27,10,10,100,16,DefaultMultiplierJIK,4,13.000000,0.707107
28,10,10,100,16,DefaultMultiplierIKJ,4,35.500000,0.866025
29,10,10,100,16,Collapse2Multiplier,4,4.000000,0.000000
30,10,10,100,16,Collapse3Multiplier,4,8.000000,0.000000
31,10,10,100,16,DefaultMultiplierIJKTranspose,4,11.000000,0.000000
32,10,10,100,16,DefaultMultiplierIJKTransposeCached,4,7.000000,0.000000
33,10,10,1000,4,DefaultMultiplierIJK,4,86.250000,2.586020
34,10,10,1000,4,DefaultMultiplierIJKCached,4,66.750000,8.525697
35,10,10,1000,4,DefaultMultiplierJIK,4,118.000000,3.240370
36,10,10,1000,4,DefaultMultiplierIKJ,4,89.750000,5.760859
37,10,10,1000,4,Collapse2Multiplier,4,68.500000,16.194136
38,10,10,1000,4,Collapse3Multiplier,4,78.000000,13.472194
39,10,10,1000,4,DefaultMultiplierIJKTranspose,4,93.750000,3.699662
40,10,10,1000,4,DefaultMultiplierIJKTransposeCached,4,77.000000,1.000000
41,10,10,1000,16,DefaultMultiplierIJK,4,123.500000,73.635925
42,10,10,1000,16,DefaultMultiplierIJKCached,4,41.250000,0.433013
43,10,10,1000,16,DefaultMultiplierJIK,4,115.750000,2.487468
44,10,10,1000,16,DefaultMultiplierIKJ,4,347.250000,16.176758
45,10,10,1000,16,Collapse2Multiplier,4,29.000000,0.000000
46,10,10,1000,16,Collapse3Multiplier,4,67.750000,0.829156
47,10,10,1000,16,DefaultMultiplierIJKTranspose,4,88.750000,1.639360
48,10,10,1000,16,DefaultMultiplierIJKTransposeCached,4,54.250000,1.479020
49,10,100,10,4,DefaultMultiplierIJK,4,10.750000,3.031089
50,10,100,10,4,DefaultMultiplierIJKCached,4,6.750000,0.433013
51,10,100,10,4,DefaultMultiplierJIK,4,7.750000,0.433013
52,10,100,10,4,DefaultMultiplierIKJ,4,7.000000,0.000000
53,10,100,10,4,Collapse2Multiplier,4,7.250000,1.299038
54,10,100,10,4,Collapse3Multiplier,4,10.000000,1.414214
55,10,100,10,4,DefaultMultiplierIJKTranspose,4,13.500000,0.500000
56,10,100,10,4,DefaultMultiplierIJKTransposeCached,4,10.250000,0.433013
57,10,100,10,16,DefaultMultiplierIJK,4,68.750000,108.686188
58,10,100,10,16,DefaultMultiplierIJKCached,4,5.000000,0.000000
59,10,100,10,16,DefaultMultiplierJIK,4,5.250000,0.433013
60,10,100,10,16,DefaultMultiplierIKJ,4,6.000000,0.000000
61,10,100,10,16,Collapse2Multiplier,4,4.500000,0.866025
62,10,100,10,16,Collapse3Multiplier,4,4.750000,0.433013
63,10,100,10,16,DefaultMultiplierIJKTranspose,4,8.000000,0.000000
64,10,100,10,16,DefaultMultiplierIJKTransposeCached,4,6.750000,0.433013
65,10,100,100,4,DefaultMultiplierIJK,4,88.000000,17.334936
66,10,100,100,4,DefaultMultiplierIJKCached,4,59.500000,2.061553
67,10,100,100,4,DefaultMultiplierJIK,4,72.750000,12.316148
68,10,100,100,4,DefaultMultiplierIKJ,4,60.500000,1.118034
69,10,100,100,4,Collapse2Multiplier,4,49.250000,0.433013
70,10,100,100,4,Collapse3Multiplier,4,65.500000,4.555217
71,10,100,100,4,DefaultMultiplierIJKTranspose,4,88.500000,1.802776
72,10,100,100,4,DefaultMultiplierIJKTransposeCached,4,76.500000,0.500000
73,10,100,100,16,DefaultMultiplierIJK,4,116.750000,114.119179
74,10,100,100,16,DefaultMultiplierIJKCached,4,39.000000,0.000000
75,10,100,100,16,DefaultMultiplierJIK,4,40.750000,7.084314
76,10,100,100,16,DefaultMultiplierIKJ,4,50.000000,0.707107
77,10,100,100,16,Collapse2Multiplier,4,26.000000,0.000000
78,10,100,100,16,Collapse3Multiplier,4,34.000000,0.000000
79,10,100,100,16,DefaultMultiplierIJKTranspose,4,66.500000,0.500000
80,10,100,100,16,DefaultMultiplierIJKTransposeCached,4,57.000000,1.732051
81,10,100,1000,4,DefaultMultiplierIJK,4,741.250000,17.151896
82,10,100,1000,4,DefaultMultiplierIJKCached,4,633.000000,37.854988
83,10,100,1000,4,DefaultMultiplierJIK,4,610.250000,5.760859
84,10,100,1000,4,DefaultMultiplierIKJ,4,643.750000,4.205651
85,10,100,1000,4,Collapse2Multiplier,4,506.500000,1.500000
86,10,100,1000,4,Collapse3Multiplier,4,595.250000,7.495832
87,10,100,1000,4,DefaultMultiplierIJKTranspose,4,931.750000,32.751907
88,10,100,1000,4,DefaultMultiplierIJKTransposeCached,4,851.250000,17.195566
89,10,100,1000,16,DefaultMultiplierIJK,4,546.750000,99.785706
