Creating benchmark configurations...
Found 2016 benchmark configurations.
1,1,1,DisjointMemoryAllocator,RowColumnMultiplier,10,1.100000,3.300000
1,1,1,DisjointMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,1,DisjointRowMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,1,DisjointRowMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,1,ContiguousMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,1,ContiguousMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,1,MmapMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,1,MmapMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,2,DisjointMemoryAllocator,RowColumnMultiplier,10,3.100000,8.971622
1,1,2,DisjointMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,2,DisjointRowMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,2,DisjointRowMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,2,ContiguousMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,2,ContiguousMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,2,MmapMemoryAllocator,RowColumnMultiplier,10,0.000000,0.000000
1,1,2,MmapMemoryAllocator,ColumnRowMultiplier,10,0.000000,0.000000
1,1,4,DisjointMemoryAllocator,RowColumnMultiplier,10,6.200000,13.607351
1,1,4,DisjointMemoryAllocator,ColumnRowMultiplier,10,1.700000,0.458257
1,1,4,DisjointRowMemoryAllocator,RowColumnMultiplier,10,1.500000,0.500000
1,1,4,DisjointRowMemoryAllocator,ColumnRowMultiplier,10,1.600000,0.489898
1,1,4,ContiguousMemoryAllocator,RowColumnMultiplier,10,1.300000,0.458258
1,1,4,ContiguousMemoryAllocator,ColumnRowMultiplier,10,1.600000,0.489898
1,1,4,MmapMemoryAllocator,RowColumnMultiplier,10,1.600000,0.489898
1,1,4,MmapMemoryAllocator,ColumnRowMultiplier,10,1.700000,0.458257
1,1,8,DisjointMemoryAllocator,RowColumnMultiplier,10,10.500000,22.508888
1,1,8,DisjointMemoryAllocator,ColumnRowMultiplier,10,2.900000,0.299999
